epoch,char_1_accuracy,char_1_loss,char_2_accuracy,char_2_loss,char_3_accuracy,char_3_loss,char_4_accuracy,char_4_loss,char_5_accuracy,char_5_loss,learning_rate,loss,val_char_1_accuracy,val_char_1_loss,val_char_2_accuracy,val_char_2_loss,val_char_3_accuracy,val_char_3_loss,val_char_4_accuracy,val_char_4_loss,val_char_5_accuracy,val_char_5_loss,val_loss
0,0.02742857113480568,4.791606426239014,0.03171428665518761,4.813297748565674,0.027714285999536514,4.801081657409668,0.030571429058909416,4.801875591278076,0.02971428632736206,4.776534557342529,0.0010000000474974513,23.990154266357422,0.03200000151991844,5.534203052520752,0.03400000184774399,5.1411004066467285,0.02199999988079071,5.389078617095947,0.03400000184774399,4.874622821807861,0.02800000086426735,4.8663649559021,25.84891128540039
1,0.03371428698301315,4.259014129638672,0.03314285725355148,4.2772440910339355,0.03685714304447174,4.246324062347412,0.03171428665518761,4.310376167297363,0.03885714337229729,4.222525119781494,0.0010000000474974513,21.318546295166016,0.035999998450279236,6.897879600524902,0.024000000208616257,6.463294506072998,0.02199999988079071,5.979576587677002,0.02800000086426735,6.472438335418701,0.03999999910593033,5.610691070556641,31.469926834106445
2,0.04514285549521446,3.9724972248077393,0.03885714337229729,4.015120506286621,0.0357142873108387,4.027737617492676,0.04399999976158142,4.028892517089844,0.041428569704294205,4.007331848144531,0.0010000000474974513,20.055408477783203,0.035999998450279236,7.5790696144104,0.029999999329447746,6.38460636138916,0.026000000536441803,5.552689075469971,0.024000000208616257,7.054749965667725,0.04399999976158142,4.92639684677124,31.538965225219727
3,0.04342857003211975,3.866274356842041,0.03914285823702812,3.8898749351501465,0.04714285582304001,3.8568825721740723,0.04228571429848671,3.910031318664551,0.04571428522467613,3.884216785430908,0.0010000000474974513,19.402381896972656,0.02199999988079071,6.553511142730713,0.03200000151991844,5.723966121673584,0.04600000008940697,4.6198410987854,0.03200000151991844,5.632259368896484,0.035999998450279236,4.889402389526367,27.468608856201172
4,0.055142857134342194,3.7417993545532227,0.052000001072883606,3.792262077331543,0.044285714626312256,3.798893690109253,0.05285714194178581,3.8167810440063477,0.04771428555250168,3.7695419788360596,0.0010000000474974513,18.916385650634766,0.03400000184774399,4.4326252937316895,0.03400000184774399,4.179445266723633,0.04600000008940697,3.9562108516693115,0.03799999877810478,4.365739345550537,0.05000000074505806,4.173686981201172,21.12554359436035
5,0.06142857298254967,3.6429154872894287,0.05542857199907303,3.6913905143737793,0.05314285680651665,3.7219479084014893,0.049142856150865555,3.735321283340454,0.05285714194178581,3.697364091873169,0.0010000000474974513,18.48992156982422,0.052000001072883606,3.7976791858673096,0.03799999877810478,3.69697642326355,0.057999998331069946,3.7514235973358154,0.052000001072883606,3.849339246749878,0.03799999877810478,3.698784589767456,18.80372428894043
6,0.06914285570383072,3.5293335914611816,0.06428571790456772,3.614280939102173,0.05714285746216774,3.617680311203003,0.061714284121990204,3.6211838722229004,0.06257142871618271,3.5830013751983643,0.0010000000474974513,17.965181350708008,0.04800000041723251,3.4538371562957764,0.03999999910593033,3.62727952003479,0.035999998450279236,3.6780970096588135,0.029999999329447746,3.6264631748199463,0.04399999976158142,3.4844796657562256,17.862154006958008
7,0.09485714137554169,3.4098801612854004,0.0762857124209404,3.486879348754883,0.0762857124209404,3.4861903190612793,0.07171428203582764,3.506098508834839,0.08657142519950867,3.3846733570098877,0.0010000000474974513,17.272720336914062,0.07599999755620956,3.2885725498199463,0.09000000357627869,3.3676228523254395,0.09000000357627869,3.415454626083374,0.07199999690055847,3.412139892578125,0.10400000214576721,3.184079885482788,16.661640167236328
8,0.10171428322792053,3.2480642795562744,0.09514285624027252,3.3618905544281006,0.09828571230173111,3.3624024391174316,0.0820000022649765,3.384479284286499,0.10599999874830246,3.226300001144409,0.0010000000474974513,16.582571029663086,0.07199999690055847,3.2486326694488525,0.08799999952316284,3.278690814971924,0.09799999743700027,3.3174920082092285,0.09600000083446503,3.288062334060669,0.11599999666213989,3.060147762298584,16.181631088256836
9,0.1274285763502121,3.0569396018981934,0.10942856967449188,3.2666919231414795,0.1177142858505249,3.212440252304077,0.11142857372760773,3.2358005046844482,0.1322857141494751,3.0334088802337646,0.0010000000474974513,15.803369522094727,0.15000000596046448,2.974921464920044,0.11400000005960464,3.106952428817749,0.1379999965429306,3.079998731613159,0.12999999523162842,3.0908076763153076,0.15199999511241913,2.840062141418457,15.08396053314209
10,0.15800000727176666,2.906845808029175,0.1225714311003685,3.145514488220215,0.1348571479320526,3.101193904876709,0.11800000071525574,3.123669147491455,0.16428571939468384,2.8553550243377686,0.0010000000474974513,15.138484001159668,0.14399999380111694,2.9728214740753174,0.11599999666213989,3.1228222846984863,0.12999999523162842,3.074493408203125,0.11800000071525574,3.0951015949249268,0.16599999368190765,2.8348705768585205,15.087865829467773
11,0.1948571354150772,2.755429744720459,0.14314286410808563,3.0264487266540527,0.14828571677207947,3.006967544555664,0.14628571271896362,2.988581895828247,0.19628570973873138,2.7142395973205566,0.0010000000474974513,14.491297721862793,0.1599999964237213,2.8256475925445557,0.12399999797344208,2.9789791107177734,0.12999999523162842,3.0054032802581787,0.13600000739097595,2.9245526790618896,0.20200000703334808,2.658897638320923,14.386269569396973
12,0.20800000429153442,2.6154887676239014,0.15457142889499664,2.9165351390838623,0.1720000058412552,2.8907628059387207,0.1679999977350235,2.8746275901794434,0.2280000001192093,2.57368803024292,0.0010000000474974513,13.874567985534668,0.22200000286102295,2.4618208408355713,0.17399999499320984,2.8396265506744385,0.18199999630451202,2.8170201778411865,0.18199999630451202,2.850759744644165,0.2160000056028366,2.5024404525756836,13.475275993347168
13,0.23714286088943481,2.4612834453582764,0.1825714260339737,2.8397715091705322,0.19057142734527588,2.8133842945098877,0.18857142329216003,2.7680041790008545,0.248285710811615,2.4509384632110596,0.0010000000474974513,13.334781646728516,0.30000001192092896,2.2070937156677246,0.20999999344348907,2.6465158462524414,0.19200000166893005,2.6436994075775146,0.2199999988079071,2.6394906044006348,0.35199999809265137,2.1282081604003906,12.257573127746582
14,0.27399998903274536,2.3313863277435303,0.19428572058677673,2.734724760055542,0.19457143545150757,2.7513203620910645,0.2028571367263794,2.703669786453247,0.2808571457862854,2.319706678390503,0.0010000000474974513,12.844512939453125,0.36399999260902405,2.005897045135498,0.24400000274181366,2.4732677936553955,0.2540000081062317,2.503990888595581,0.23999999463558197,2.450775146484375,0.3840000033378601,1.9180876016616821,11.35107421875
15,0.2977142930030823,2.223433256149292,0.2168571501970291,2.660834312438965,0.21142856776714325,2.6988747119903564,0.2160000056028366,2.6096599102020264,0.3068571388721466,2.212024688720703,0.0010000000474974513,12.395269393920898,0.3700000047683716,1.9155068397521973,0.26600000262260437,2.399540424346924,0.23000000417232513,2.500697612762451,0.2460000067949295,2.4051198959350586,0.3540000021457672,1.9258451461791992,11.147651672363281
16,0.3125714361667633,2.138927698135376,0.23399999737739563,2.566572666168213,0.22171428799629211,2.6263558864593506,0.23685714602470398,2.5138027667999268,0.3205714225769043,2.134620428085327,0.0010000000474974513,11.978631019592285,0.3580000102519989,1.839512825012207,0.25,2.3601062297821045,0.25200000405311584,2.479156017303467,0.23600000143051147,2.395630359649658,0.3479999899864197,1.9120218753814697,10.98000717163086
17,0.3482857048511505,2.0148208141326904,0.23914285004138947,2.5075502395629883,0.2174285650253296,2.5852394104003906,0.2531428635120392,2.4605910778045654,0.341142863035202,2.0220766067504883,0.0010000000474974513,11.582063674926758,0.41200000047683716,1.722562313079834,0.27000001072883606,2.23457932472229,0.27000001072883606,2.3458786010742188,0.2720000147819519,2.2398645877838135,0.414000004529953,1.6842516660690308,10.223462104797363
18,0.36485713720321655,1.9589319229125977,0.25942856073379517,2.3988590240478516,0.24400000274181366,2.524996042251587,0.2588571310043335,2.3989603519439697,0.3488571345806122,1.9680466651916504,0.0010000000474974513,11.253503799438477,0.41600000858306885,1.7566823959350586,0.28600001335144043,2.1940982341766357,0.27000001072883606,2.360379934310913,0.30399999022483826,2.19136905670166,0.32600000500679016,1.9498838186264038,10.453800201416016
19,0.39142856001853943,1.8589153289794922,0.2768571376800537,2.3387045860290527,0.2645714282989502,2.4478495121002197,0.2937142848968506,2.2985363006591797,0.38428571820259094,1.8992549180984497,0.0010000000474974513,10.833969116210938,0.4699999988079071,1.4791680574417114,0.30000001192092896,2.089388847351074,0.30799999833106995,2.1908886432647705,0.32199999690055847,2.0699188709259033,0.46399998664855957,1.534805417060852,9.353859901428223
20,0.41200000047683716,1.7828978300094604,0.2777142822742462,2.3181240558624268,0.28600001335144043,2.365776300430298,0.29085713624954224,2.245704174041748,0.4000000059604645,1.8371771574020386,0.0010000000474974513,10.542266845703125,0.5040000081062317,1.513604760169983,0.34599998593330383,1.9876389503479004,0.3199999928474426,2.127835750579834,0.37599998712539673,1.975872278213501,0.4020000100135803,1.7002662420272827,9.301032066345215
21,0.42800000309944153,1.7129255533218384,0.31057143211364746,2.204821825027466,0.28114286065101624,2.3347959518432617,0.3231428563594818,2.1450319290161133,0.4259999990463257,1.753822684288025,0.0010000000474974513,10.149141311645508,0.5080000162124634,1.357272982597351,0.3720000088214874,1.9543237686157227,0.3720000088214874,1.9977689981460571,0.36000001430511475,1.8816035985946655,0.5519999861717224,1.3055330514907837,8.487698554992676
22,0.4454285800457001,1.6399335861206055,0.31857141852378845,2.1330628395080566,0.2994285821914673,2.272381544113159,0.337714284658432,2.0856735706329346,0.4465714395046234,1.6718705892562866,0.0010000000474974513,9.804154396057129,0.6159999966621399,1.174262285232544,0.38999998569488525,1.819922924041748,0.3720000088214874,1.9361114501953125,0.4180000126361847,1.7923378944396973,0.5099999904632568,1.3779072761535645,8.094077110290527
23,0.4642857015132904,1.5617389678955078,0.3288571536540985,2.1141884326934814,0.31371429562568665,2.2006678581237793,0.33228570222854614,2.041468620300293,0.4457142949104309,1.639704942703247,0.0010000000474974513,9.553890228271484,0.6179999709129333,1.1134593486785889,0.4300000071525574,1.752310037612915,0.4300000071525574,1.813454508781433,0.4399999976158142,1.690330147743225,0.5979999899864197,1.1788710355758667,7.539105415344238
24,0.49485713243484497,1.5045160055160522,0.3465714156627655,2.0407066345214844,0.332571417093277,2.139359951019287,0.36714285612106323,1.979779839515686,0.46714285016059875,1.571731686592102,0.0010000000474974513,9.234347343444824,0.6579999923706055,1.0784504413604736,0.44999998807907104,1.6695804595947266,0.4259999990463257,1.7838270664215088,0.4620000123977661,1.608784556388855,0.5820000171661377,1.1776368618011475,7.306738376617432
25,0.5054285526275635,1.4589511156082153,0.3522857129573822,1.9834449291229248,0.35171428322792053,2.0900323390960693,0.3717142939567566,1.8892529010772705,0.47857141494750977,1.5210437774658203,0.0010000000474974513,8.94562816619873,0.5759999752044678,1.1350014209747314,0.41999998688697815,1.7158362865447998,0.414000004529953,1.818078875541687,0.4320000112056732,1.6735763549804688,0.6000000238418579,1.1511846780776978,7.480205059051514
26,0.5391428470611572,1.3657373189926147,0.3848571479320526,1.918763279914856,0.3634285628795624,2.008990526199341,0.38342857360839844,1.870565414428711,0.5077142715454102,1.451066493988037,0.0010000000474974513,8.610919952392578,0.6320000290870667,1.1575120687484741,0.4320000112056732,1.6600672006607056,0.4259999990463257,1.8091576099395752,0.4399999976158142,1.6806341409683228,0.4860000014305115,1.403085708618164,7.704546928405762
27,0.5419999957084656,1.343883752822876,0.38114285469055176,1.8946338891983032,0.3817142844200134,1.9616048336029053,0.40457141399383545,1.8143444061279297,0.522857129573822,1.412576675415039,0.0010000000474974513,8.423120498657227,0.628000020980835,1.0320115089416504,0.47200000286102295,1.5346546173095703,0.49399998784065247,1.6425504684448242,0.5019999742507935,1.5326887369155884,0.6660000085830688,1.0219690799713135,6.757317543029785
28,0.5494285821914673,1.2956740856170654,0.4002857208251953,1.8418852090835571,0.3848571479320526,1.9618582725524902,0.415714293718338,1.764545202255249,0.5242857336997986,1.3668502569198608,0.0010000000474974513,8.225218772888184,0.2160000056028366,2.7743685245513916,0.3319999873638153,2.2714011669158936,0.2879999876022339,2.3782999515533447,0.2759999930858612,2.3089969158172607,0.2199999988079071,2.6681482791900635,12.402193069458008
29,0.5914285778999329,1.2260549068450928,0.4194285571575165,1.7751755714416504,0.39885714650154114,1.9106032848358154,0.4294285774230957,1.7364729642868042,0.5391428470611572,1.3170955181121826,0.0010000000474974513,7.9652533531188965,0.7680000066757202,0.7397966980934143,0.550000011920929,1.3688321113586426,0.5440000295639038,1.501128077507019,0.5540000200271606,1.3381544351577759,0.7820000052452087,0.7238790392875671,5.6659369468688965
30,0.5771428346633911,1.2295933961868286,0.41771429777145386,1.766473650932312,0.40771427750587463,1.86384916305542,0.4334285855293274,1.6852973699569702,0.581428587436676,1.253697156906128,0.0010000000474974513,7.780210494995117,0.7360000014305115,0.7958071231842041,0.5580000281333923,1.3363490104675293,0.5580000281333923,1.4764775037765503,0.5400000214576721,1.3575940132141113,0.7360000014305115,0.8266391754150391,5.793696880340576
31,0.5954285860061646,1.1682615280151367,0.4397142827510834,1.6857664585113525,0.43457141518592834,1.806023359298706,0.4560000002384186,1.6200282573699951,0.5688571333885193,1.249013066291809,0.0010000000474974513,7.525579452514648,0.7459999918937683,0.7945011258125305,0.5320000052452087,1.3728265762329102,0.5820000171661377,1.4662377834320068,0.5820000171661377,1.3216849565505981,0.734000027179718,0.8202488422393799,5.774650573730469
32,0.5982857346534729,1.1533138751983643,0.44200000166893005,1.6808325052261353,0.41114285588264465,1.8284927606582642,0.45914286375045776,1.635091781616211,0.6131428480148315,1.1687018871307373,0.0010000000474974513,7.467268466949463,0.4099999964237213,2.007910966873169,0.4000000059604645,2.1687028408050537,0.4020000100135803,2.1261305809020996,0.36800000071525574,2.4000093936920166,0.42399999499320984,2.123589038848877,10.872112274169922
33,0.6100000143051147,1.1226651668548584,0.46399998664855957,1.6235450506210327,0.44457143545150757,1.722807765007019,0.4860000014305115,1.563210129737854,0.597428560256958,1.1720155477523804,0.0010000000474974513,7.194972991943359,0.6039999723434448,1.0745471715927124,0.5659999847412109,1.3390053510665894,0.5080000162124634,1.4828503131866455,0.5199999809265137,1.3649905920028687,0.5979999899864197,1.084709882736206,6.342852592468262
34,0.6231428384780884,1.0997241735458374,0.4888571500778198,1.5818637609481812,0.4551428556442261,1.718277931213379,0.477142870426178,1.551873803138733,0.6188571453094482,1.131526231765747,0.0010000000474974513,7.081773281097412,0.5540000200271606,1.1995793581008911,0.492000013589859,1.4254502058029175,0.5139999985694885,1.5592355728149414,0.47200000286102295,1.4979071617126465,0.5899999737739563,1.173325538635254,6.854401111602783
35,0.645714282989502,1.0352835655212402,0.492000013589859,1.562642216682434,0.47428572177886963,1.6395162343978882,0.5208571553230286,1.434012770652771,0.6357142925262451,1.0725736618041992,0.0005000000237487257,6.741150856018066,0.4180000126361847,2.0416460037231445,0.44200000166893005,2.1429309844970703,0.4259999990463257,2.2066822052001953,0.41200000047683716,2.2392704486846924,0.4059999883174896,2.322065830230713,10.972679138183594
36,0.6502857208251953,1.0187745094299316,0.5117142796516418,1.4978256225585938,0.477142870426178,1.6274844408035278,0.5254285931587219,1.4277524948120117,0.6482856869697571,1.036503791809082,0.0005000000237487257,6.598115921020508,0.7680000066757202,0.7574460506439209,0.6119999885559082,1.2167965173721313,0.6079999804496765,1.310189127922058,0.6079999804496765,1.1664758920669556,0.7559999823570251,0.7733838558197021,5.218133449554443
37,0.6648571491241455,1.0102087259292603,0.5045714378356934,1.4908568859100342,0.49228572845458984,1.571272373199463,0.5305714011192322,1.398128628730774,0.6448571681976318,1.0156980752944946,0.0005000000237487257,6.482415199279785,0.8420000076293945,0.5069912672042847,0.6340000033378601,1.0633665323257446,0.6499999761581421,1.1458585262298584,0.656000018119812,1.0643054246902466,0.8619999885559082,0.4738980829715729,4.243815898895264
38,0.6625714302062988,0.9725142121315002,0.5174285769462585,1.4517841339111328,0.49628570675849915,1.5485434532165527,0.5519999861717224,1.3618478775024414,0.6622856855392456,0.9932574033737183,0.0005000000237487257,6.325031757354736,0.8479999899864197,0.5892479419708252,0.671999990940094,1.0621930360794067,0.6480000019073486,1.1822665929794312,0.6439999938011169,1.1052005290985107,0.7860000133514404,0.7315086722373962,4.666935920715332
39,0.6748571395874023,0.951968252658844,0.5302857160568237,1.4112931489944458,0.5148571133613586,1.5051543712615967,0.545714259147644,1.3502137660980225,0.6639999747276306,0.9685472846031189,0.0005000000237487257,6.189332962036133,0.6579999923706055,1.0287116765975952,0.5879999995231628,1.3374825716018677,0.578000009059906,1.4527252912521362,0.6079999804496765,1.3059805631637573,0.6759999990463257,1.0446768999099731,6.171319484710693
40,0.6765714287757874,0.9452400207519531,0.5322856903076172,1.4047996997833252,0.5065714120864868,1.5168933868408203,0.5511428713798523,1.3604803085327148,0.6665714383125305,0.9909844994544983,0.0005000000237487257,6.199522495269775,0.6159999966621399,1.1320829391479492,0.6119999885559082,1.3732181787490845,0.5960000157356262,1.4454916715621948,0.6399999856948853,1.2588475942611694,0.5839999914169312,1.2964212894439697,6.517777919769287
41,0.6828571557998657,0.9231681823730469,0.5468571186065674,1.3656487464904785,0.505142867565155,1.5191279649734497,0.5608571171760559,1.318161129951477,0.6740000247955322,0.9584484696388245,0.0005000000237487257,6.084619522094727,0.8539999723434448,0.4936479926109314,0.6859999895095825,0.9983710646629333,0.6899999976158142,1.1000840663909912,0.6759999990463257,0.9956306219100952,0.8500000238418579,0.5048593878746033,4.093344688415527
42,0.6731428503990173,0.9429727792739868,0.5642856955528259,1.3387229442596436,0.5299999713897705,1.4218343496322632,0.5497142672538757,1.3043091297149658,0.6794285774230957,0.9260286688804626,0.0005000000237487257,5.924798011779785,0.7099999785423279,0.8451347351074219,0.6439999938011169,1.1046274900436401,0.6340000033378601,1.28715181350708,0.6740000247955322,1.0719996690750122,0.7300000190734863,0.8613643050193787,5.171985149383545
43,0.6902857422828674,0.8929858207702637,0.5548571348190308,1.3309435844421387,0.5342857241630554,1.465441107749939,0.5737142562866211,1.2669262886047363,0.6794285774230957,0.9354464411735535,0.0005000000237487257,5.883798599243164,0.8159999847412109,0.6308108568191528,0.6800000071525574,1.0149657726287842,0.6880000233650208,1.1016007661819458,0.7179999947547913,0.9740351438522339,0.8040000200271606,0.6494242548942566,4.368246555328369
44,0.6874285936355591,0.8930938839912415,0.5725714564323425,1.3082998991012573,0.5465714335441589,1.398552656173706,0.5822857022285461,1.2560020685195923,0.6954285502433777,0.9043838381767273,0.0005000000237487257,5.7511467933654785,0.7080000042915344,0.8403066992759705,0.6520000100135803,1.0948472023010254,0.6439999938011169,1.193560004234314,0.6819999814033508,1.0250457525253296,0.7020000219345093,0.9155266284942627,5.067116737365723
45,0.6940000057220459,0.8821672201156616,0.5691428780555725,1.3095356225967407,0.5431428551673889,1.4242949485778809,0.6005714535713196,1.2107809782028198,0.668571412563324,0.9443092942237854,0.0005000000237487257,5.77252721786499,0.8539999723434448,0.5097821950912476,0.6919999718666077,0.9458252787590027,0.7080000042915344,1.0043271780014038,0.7260000109672546,0.9098142385482788,0.8479999899864197,0.5201619863510132,3.8855302333831787
46,0.682285726070404,0.9029306173324585,0.574571430683136,1.3025522232055664,0.5425714254379272,1.4131927490234375,0.581428587436676,1.2404944896697998,0.6874285936355591,0.9008892178535461,0.0005000000237487257,5.747148513793945,0.9100000262260437,0.3888753652572632,0.734000027179718,0.8978286385536194,0.7179999947547913,0.9963278770446777,0.7260000109672546,0.8927391767501831,0.8859999775886536,0.44112223386764526,3.6116831302642822
47,0.6977142691612244,0.85411536693573,0.5788571238517761,1.285020351409912,0.5360000133514404,1.3972439765930176,0.5799999833106995,1.2318007946014404,0.6902857422828674,0.8861960768699646,0.0005000000237487257,5.650310039520264,0.8920000195503235,0.387258380651474,0.7459999918937683,0.8519853949546814,0.7260000109672546,0.9658088684082031,0.7639999985694885,0.8462966084480286,0.8899999856948853,0.42339596152305603,3.4699008464813232
48,0.7057142853736877,0.8676877021789551,0.571142852306366,1.272373914718628,0.5582857131958008,1.3614208698272705,0.6031428575515747,1.1667050123214722,0.6980000138282776,0.8972987532615662,0.0005000000237487257,5.561755657196045,0.906000018119812,0.35765525698661804,0.765999972820282,0.8239142298698425,0.734000027179718,0.9307053685188293,0.7559999823570251,0.8043878078460693,0.9079999923706055,0.3733980059623718,3.285794734954834
49,0.7151428461074829,0.8511277437210083,0.5851428508758545,1.232852578163147,0.5717142820358276,1.3089754581451416,0.5911428332328796,1.2183029651641846,0.7034285664558411,0.8524631857872009,0.0005000000237487257,5.453518390655518,0.8840000033378601,0.46566393971443176,0.7419999837875366,0.8813533186912537,0.7480000257492065,0.9666413068771362,0.7760000228881836,0.8296119570732117,0.8880000114440918,0.42940425872802734,3.570241689682007
